序号,正文,情感属性,情感分值
18068,中国是疫区发源地，是最重灾区，除非有病，没有人敢来。,中性,0.501573977
18069,老胡还蛮清醒,中性,0.498326237
18070,回复@奋斗的杜胖胖:那些韩国人都是长期居住中国的。现在中国是全世界最大疫情重灾区，没几个韩国人去中国。咸吃萝卜淡操心了//老胡，山东青烟威好多韩国人的！,中性,0.288518097
18071,转移？扩散？,中性,0.499230602
18072,多米诺骨牌，除了倒下的第一块，后面都是无辜的。,中性,0.374335422
18073,支持老胡，说的很好。[good][good][good],正面,0.997564418
18074,建议帮助他们在本土建方舱。,中性,0.499701854
18075,回复@孩儿们还在给主播当狗呢:武汉f3当时也像你这么想的//回复@随性随心随风:禁止是完全没有必要。全国14亿都能控制的住。还怕少量外国人员控制不了吗？,中性,0.365742124
18076,别人都禁止我们出去，我们亦可禁止进来，必须进来的要按照规定隔离，后期要跟踪。当然援助过我们的，要报恩相对的援助,中性,0.499274752
18077,回复@归乡梦中人:想太多了，平时中国的口罩产量一天也就几千万个，你觉得够我们用吗？还出口！//回复@凡为过往:不急，等中国复工了，口罩产量供应全亚洲都可以,中性,0.498475729
18078,回复@孩儿们还在给主播当狗呢:我们费了多大劲？一个武汉就已够悲哀了，还想几个？//回复@随性随心随风:禁止是完全没有必要。全国14亿都能控制的住。还怕少量外国人员控制不了吗？,负面,0.026692172
18079,这样的情况是不是就是专家按模型推测的要在全球爆发呢？但愿不要！,中性,0.499638785
18080,就担心中国地方这些二呵呵的官员没有老胡这个觉悟和意识。很担心！ 它们就会做些常人无法理解的、匪夷所思的事情。//@环球时报: [话筒],负面,0.003890398
18081,小人之心,中性,0.491192733
18082,回复@九十九懵:没有？国外喷的很凶，恨国党公知喷的也不少…//哪有人在噴锁城呢？经典的转移矛盾。,负面,0.03829702
18083,郭沫若先生好,正面,0.877115861
18084,说的对，现在最重要的是防止回流。要考虑禁止某些国家居民  以及留学生入境。,中性,0.500617976
18085,老胡当代韩国瑜！,中性,0.505397535
18086,给他们物资就可以了 人就不要来了,中性,0.429746205
18087,每一个潜在的感染风险，都不能让它成为们这场战役最大的绊脚石。居安思危不能让眼前的一点小胜利就放松工作强度和危机意识！,中性,0.499954041
18088,我还在老家湖北潜江！这么看来 回青岛复工又得推迟了！青岛市城阳区有3万多韩国人。。。,中性,0.499278397
18089,[good][good] 措施要實施到位;言語要溫柔良善,正面,0.873601928
18090,回复@phone3590439:怎么可能要一个月？ 你也太乐观了！ 韩国现在报道了八百多例 至少感染者过万了。//必须从国家战略全局考虑，涉及国家生死存亡。以韩国，日本现在的应对，马上就会爆发，一个月就会变成武汉。迟早都要禁航，晚进不如早禁，请神容易送神难！,中性,0.421598624
18091,回复@phone3590439:数十万在韩国的中国人怎么办？//必须从国家战略全局考虑，涉及国家生死存亡。以韩国，日本现在的应对，马上就会爆发，一个月就会变成武汉。迟早都要禁航，晚进不如早禁，请神容易送神难！,中性,0.45996784
18092,刚谴责一波别人禁你，转头又开始禁别人了,负面,0.093913509
18093,回复@想喝酒自己倒:台湾本地人也就看了笑笑玩玩的，你还真当一回事了！？//胡总:看看这个！ 台湾的年代新闻标题:“中国病人祸害全球”，我们就这样看着，继续容忍！[怒],负面,0.037315681
18094,韩国一直没禁飞中国吧，我们疫情严重的时候韩国也至少一天入境9000多中国人，这个时候从政治层面讲也不可能禁飞韩国来中国的，希望做好他们的隔离工作吧,中性,0.285754034
18095,美国CDC和蓬佩奥先生、罗斯（螺蛳）你们出来吹吹风....,中性,0.499864467
18096,回复@福田大表哥:满分？？作业都还没做完呢，就打分了？谁给打的分啊[允悲][允悲]//我们应该使用强力措施禁止韩国人和日本人入境 ！！！韩国和日本的政府太无能了 有现成的满分作业都不抄！不能让让他们来祸害中国人民！保住来之不易的抗疫伟大成果！不能等了韩国飞机满员飞青岛！青岛守住！,负面,0.146116847
18097,[good]赞同老胡！威海市本来在最后方，如今一下子被推到前沿了。中韩经济人员往来太密切了，跟韩国断绝来往不可能。唯有两国携手密切合作提高级别共同防疫才是最好的方案。,中性,0.563642427
18098,口罩将成为全球紧俏物资,中性,0.501969359
18099,哪有人在噴锁城呢？经典的转移矛盾。//“韩国是非常骄傲的民族”，哪个民族不是…这个时候真的就看出国家的魄力和行动力了…外面喷中国锁城的声音小起来了,中性,0.396684928
18100,回复@phone3590439:@东木篱: 前段时间中日韩又要谈合作时我就说过，美国不会坐视不管的，很快中日韩又会出幺蛾子了！//必须从国家战略全局考虑，涉及国家生死存亡。以韩国，日本现在的应对，马上就会爆发，一个月就会变成武汉。迟早都要禁航，晚进不如早禁，请神容易送神难！,中性,0.493913436
18101,回复@孩儿们还在给主播当狗呢:毕竟一直在倡导人类命运共同体，这个关口不太好意思禁止别国人员入境吧//回复@木田东er:应该不会禁止别国人民进入我国。然后又可以吹嘘一波。疫情之下我国心胸宽广包容全世界人民！然后我国才是疫情最严重的国家,中性,0.478916362
18102,回复@phone3590439:禁航  就是过度紧张  故意制造恐慌[ok][ok][ok]当时日韩可是顶住压力 没有禁咱们 日本支援还算可以   美狗带头禁航的一批   外交部  可是骂过的   反应过度  故意制造恐慌一类的    现在说禁 不容易//必须从国家战略全局考虑，涉及国家生死存亡。以韩国，日本现在的应对，马上就会爆发，一个月就会变成武汉。迟早都要禁航，晚进不如早禁，请神容易送神难！,负面,0.025638332
18103,老胡啊@胡锡进 韩国不是交通发达而是地方太小，不过你建议的隔离14天可以（顺便每天检查检查，有可能有潜伏期的，这样送上来的小白鼠不用白不用）毕竟要是有更快发现，是否在潜伏期的办法还是很不错的[偷笑][偷笑][偷笑],中性,0.499316345
18104,老胡说的没错 支持[赞],正面,0.973131608
18105,回复@爱老虎油的狮子:面子问题害死人//命都快没了，还来扯正当性？[哼],负面,0.000894659
18106,回复@SCI批发:前段时间中日韩又要谈合作时我就说过，美国不会坐视不管的，很快中日韩又会出幺蛾子了！//东亚一盘棋[嘻嘻],中性,0.499618588
18107,胡总，治疗武汉退休副厅长新冠肺炎的 李跃华的疗法，为啥还没推广啊，  能救全球多少人性命！ 即使疗法不行也得有辟谣  咋没声音？,负面,0.028615763
18108,转发微博,中性,0.50009488
18109,我只说一句，意大利韩国伊朗都是诚实的国家,中性,0.520417593
18110,鲁迅外号小胡锡进,中性,0.503584598
18111,回复@如果有明天H:你豆是个沙比//回复@奋斗的杜胖胖:老胡前几日刚谴责完一些国家对中国采取的限制措施！这一看形式不对，立马跑出叼盘子了……哈哈,负面,0.043728123
18112,回复@phone3590439:要预见到后边的困难，现在不好意思断航，那么日韩等境外人士进来后也不好管控，政府向来对待国内国外人士不同待遇，当初强势管控国内人员，政府部门是不是还敢这样对待国外人士，到时候人权问题又会成为大问题，政府能不能不要牺牲国内医护人员来维护面子//必须从国家战略全局考虑，涉及国家生死存亡。以韩国，日本现在的应对，马上就会爆发，一个月就会变成武汉。迟早都要禁航，晚进不如早禁，请神容易送神难！,负面,0.013227905
18113,看看人家朝鲜，真是世界最后一片净土了,中性,0.519507322
18114,回复@孩儿们还在给主播当狗呢:禁不禁，都要挨骂//回复@奋斗的杜胖胖:应该不会禁止别国人民进入我国。然后又可以吹嘘一波。疫情之下我国心胸宽广包容全世界人民！然后我国才是疫情最严重的国家…,负面,0.028391445
18115,“韩国是非常骄傲的民族”，哪个民族不是…这个时候真的就看出国家的魄力和行动力了…外面喷中国锁城的声音小起来了,中性,0.489170598
18116,要明白，现在是地球村，按前阵鸟叫后的说法。天花病死率这么高，在欧亚也是流行这么利害。想通过病毒隔绝人类，将人类划分为几大块，根本上是不可能的，在新大陆被欧亚人发现后，也被很快传到那里，和旧大陆交流少，病死率也更高得可怕。这病疫现象相信同样发生在新移民身上，想想吧这设计背后有多恶毒,负面,0.015116749
18117,担忧别人给你输入，莫不如想想如何别给人家输出，祸根在哪呢？,中性,0.290901287
18118,回复@遇事量子力学:意大利是欧洲感染最多的国家，那时候发现的时候，情况就不太妙，也正好是湖北疫情大爆发的时候。意大利快速禁航的事，确实跟美国人没啥关系。//回复@角度清奇评论员:意大利禁航禁得贼快,负面,0.079633011
18119,影响大而远了,中性,0.361242471
18120,山东 东北已经来了很多了！必须采取强制措施了。,中性,0.491083246
18121,胡总，俄罗斯也拒绝我们入镜了,中性,0.499278246
18122,全世界国际航班都停了算了，这一会我传你，一会你传我，没完了就。现在才感觉到一丝大西北内陆8线城市的好处...,中性,0.49912894
18123,这一个月来，我们的财力物力精力人力付出的都太大了，尤其我们的医护人员，警察一线人员，应该都是弓弦拉满，看着胜利在望，坚持着。只看看这些人员在这些天牺牲了多少，和平年代累死在工作岗位。我们能继续坚持一段时间打赢自己的这场仗，但如果再输入，我们真的没有能力再扛了。,负面,0.219461598
18124,限制入境是唯一办法,中性,0.493689903
18125,回复@美好一天HR:我还算相信政府会考虑清楚//回复@白白酱比心:事情变化的，决策部门考虑好啊,中性,0.500031614
18126,说说俄罗斯吧！,中性,0.499937
18127,回复@福田大表哥:几把满分，都传到全世界你是搞笑的？自家失火殃及邻居，要点脸！//我们应该使用强力措施禁止韩国人和日本人入境 ！！！韩国和日本的政府太无能了 有现成的满分作业都不抄！不能让让他们来祸害中国人民！保住来之不易的抗疫伟大成果！不能等了韩国飞机满员飞青岛！青岛守住！,负面,0.002597441
18128,老胡中肯。,中性,0.501560764
18129,视频素材为什么抹掉了台标？,中性,0.366813382
18130,这个病的原发地是武汉，不要忘了，造成世界流行武汉有不可推卸的责任。,负面,0.111180128
18131,回复@hy514_579_866_782:正在跟网友争执[笑cry]我也是闲的//回复@白白酱比心:网上说的听听就好了，山东的领导比网民紧张，有手段的！,负面,0.011831908
18132,政府立刻要有具体措施，隔离加上减少航班,中性,0.498888194
18133,回复@白白酱比心:事情变化的，决策部门考虑好啊//@白白酱比心：中国最难的时候韩国没有禁止中国人入境，只限制了湖北籍。韩国政府也是顶着巨大压力的，现在就直接不让别人过来也不合理啊啊……泱泱大国落人口实,负面,0.024393789
18134,回复@想喝酒自己倒:迟早有一天会把蔡英文这个老女人送上军事法庭，列为战犯的，跳来跳去引发战争。//胡总:看看这个！ 台湾的年代新闻标题:“中国病人祸害全球”，我们就这样看着，继续容忍！[怒],负面,0.002958293
18135,回复@如果有明天H:耳有问题？他只是建议隔离十四天，不像别的国家直接断航//回复@奋斗的杜胖胖:老胡前几日刚谴责完一些国家对中国采取的限制措施！这一看形式不对，立马跑出叼盘子了……哈哈,负面,0.031406017
18136,回复@白白酱比心:网上说的听听就好了，山东的领导比网民紧张，有手段的！//回复@hy514_579_866_782:是的，只是韩网也在闹禁止中国人，我们这也这么说，觉得很迷，哎,负面,0.043818683
18137,割让山东的节奏？,中性,0.491149367
18138,感觉很悬，应对措施会不会又慢半拍？,中性,0.496062931
18139,司马南亲美，你有点亲韩，韩一小国，穷国，一直在我们面前很自大，对我们做了多少龌蹉的事，棒子国不可对其仁慈，你太亲韩了，言语亦中庸的保守。@北村 ,中性,0.364114341
18140,完全禁止入境不大可能，但是入境后必须要先隔离！,中性,0.499071133
18141,"怎麼說好呢[思考][思考] umm...我們政府要做預防措施之餘,同時要我們網民在網上注意言詞,盡量柔軟一點,以免對他人傷感情",中性,0.471606394
18142,回复@归乡梦中人:人家根本不戴，中国人戴口罩还要挨揍，简直了//口罩支援吧。,负面,0.001356506
18143,参看今天青烟威沸沸扬扬的 航班情况 有关部门 确实反应太迟钝了！,负面,0.004526749
18144,回复@角度清奇评论员:回来的大多数都是在外打工的中国人 你想想签证怎么可能几天就办好起码也要一个月吧//回复@木田东er:人家在咱们困难的时候又是支援又是没有禁航   咱们稍微这一下子就禁了输入   以后国际上不好做人啊   哎   也是难   希望都平安,负面,0.027567659
18145,坚决支持老胡！,正面,0.978556817
18146,回复@帝吧第一小可爱:韩国住酒店，我们外省同胞还有些人流落武汉街头。//老胡说有道理，同舟共济、天下一家 中国作为负责任的大国 应该与国际社会站在一起 彰显人类命运共同体的精神,中性,0.622891709
18147,回复@煜奕茶业:这个时候相互隔离也正常，保护自己。老胡竟在这里挑拨是非。//相互隔离吧，互不打扰,负面,0.084946127
18148,禁止韩国人到中国比较好吧?,中性,0.497673087
18149,老胡，一直关注你很少留言。今天看新闻韩国人来山东隔离14天免费住酒店，武汉街头却还有些同胞被称为所谓的“流浪汉”。希望关注也可能你已关注。,负面,0.063007011
18150,老胡，我觉得从国与国之间角度说应该投桃报李，我觉得中央也不会禁止韩国人入华，只不过会隔离14天，为了我国与他国人民身体健康。而且按照who的昨天报告，covid-19不构成epdemic，韩国内部现在应该只是两周州有社区传播，其余各州应该为家庭聚集传播。这个与我国形式一致的，武汉社区传播。,中性,0.499545328
18151,回复@你的美我的错:为什么不去找官府？//回复@Nasnm:请大家关注一下吧，武汉外地人露宿街头捡食剩饭,负面,0.000918434
18152,回复@水清梦蓝有晨阳:一点都没有人道主义。本来就是我能传过去的 现在有人要回来 韩国籍的也就20% 大部分都是我们自己人。安排妥善的隔离，中日韩这次起码在政府层面都都通力合作。西方压力这么大 需要携手并进。//回复@玉隐guoer:哥们，你要是生活在山东，辽宁，估计你们都不这么说了，中日韩自贸区再大，恐怕没有你的一条命大,中性,0.488113053
18153,别说跨国，跨省都要确保绝对健康才能通行……每个国家都要严防死守，一视同仁！,中性,0.676149696
18154,回复@孩儿们还在给主播当狗呢:半桶水就不要乱说话了//回复@Nasnm:异议是爱国的最高形式，它能告诉你，监督和批评朝庭不是你的权力，而是你的责任“如果尖锐的批评完全消失，温和的批评将会变得刺耳。如果温和的批评也不被允许，沉默将被认为居心叵测。如果沉默也不再允许，赞扬不够卖力将是一种罪行。如果只允许一种声音存在，那么，唯一存在的那个声音就是谎言。”,中性,0.494882
18155,你们韩国人别往青岛跑啊？坐标广州今天还看到韩国人进小区。,负面,0.18283887
18156,#坚持两周把病毒闷死# #没有一个春天不会到来# #新冠肺炎康复者血浆治疗超10人# ,中性,0.500137169
18157,回复@孩儿们还在给主播当狗呢:这不过是一种意识形态罢了，服务于所有政治上的反对派，最阴险最潜移默化的一种洗脑。异议不是什么爱国，基于事实客观理性地提出问题才是，不过这需要很高水平，足够的素养，而不是为了反对而反对的谋取私利的“异议”//回复@Nasnm:异议是爱国的最高形式，它能告诉你，监督和批评朝庭不是你的权力，而是你的责任“如果尖锐的批评完全消失，温和的批评将会变得刺耳。如果温和的批评也不被允许，沉默将被认为居心叵测。如果沉默也不再允许，赞扬不够卖力将是一种罪行。如果只允许一种声音存在，那么，唯一存在的那个声音就是谎言。”,中性,0.470041098
18158,所以前些天你他娘的说人家过度反应，是不是有些无耻？,负面,0.000262895
18159,感觉事实上反对党提得晚了一点。多站在相互立场考虑一下。当初韩国果断一点就用不着现在这样，倒是朝鲜老胡一句不批评。,中性,0.452984861
18160,回复@煜奕茶业:面对韩国人的无理要求，我只能举双手赞成！//相互隔离吧，互不打扰,中性,0.498317077
18161,当然是一视同仁，严防输入，同时授人以渔，共度难关，仁至义尽，理应如此！,中性,0.502462651
18162,其实中国网民对韩国反应会这么大[允悲]主要是看到韩国那个神经病的宗教的发言,负面,0.001683455
18163,回复@中信鸿图教育咨询有限公司:讲道理 吃个苍蝇没那么难受//回复@爱尚_Kelly:其实港台最反华，这种感觉真是像吃了苍蝇一样难受！,负面,0.000541789
18164,封锁国门吧，疫情回流那这个把月的罪就白受了！威海得软骨病了？外国人入境隔离都免费，自己的同胞隔离都要自己买单？给个理由？,负面,0.000853261
18165,互关了挺好，大家都安心点儿,中性,0.496505598
18166,回复@l骑蜗牛闯世界:人家是发达国家吧//回复@煜奕茶业:韩国会不会因为这场疫情而灭绝一大半的人？[汗],负面,0.166388675
18167,"回复@Nasnm:请大家关注一下吧，武汉外地人露宿街头捡食剩饭//这本是全人类共同的敌人～""同心抗疫""才是关键！",中性,0.445097214
18168,回复@l骑蜗牛闯世界:韩国邪教组织成员说感染了病毒就去到处传染别人[跪了]不知道韩国ZF能不能管的住这些人了。//回复@FoxFire-FIA:相信韩国会战胜疫情吧,负面,0.004055215
18169,日本的坏人阴险奸诈，韩国的坏人愚蠢可笑，虽然都是坏人。,负面,0.00042805
18170,来啊 互相隔离啊,中性,0.425476075
18171,回复@玉隐guoer:中国疫情爆发时还那么多跑去韩日的呢，也许顺带也带去了病毒，别人也没禁，估计后悔死了//要讲政治讲外交，但各地具体落实可以有原则但不失灵活。中日韩自贸区依然是大战略，不可因病废弃。这次也是对中日韩三国关系的考验，目前来看，三国都做得很好。,中性,0.429100854
18172,这时候不要加深对立了。一把年纪了搞这些,中性,0.392875458
18173,相互隔离,中性,0.468896907
18174,[感冒]过来都互相隔离，对大家都好。,中性,0.703548312
18175,有什么怪怪的，互相防着正常呀,中性,0.497794759
18176,相互防，这是应该的，防的是疫情扩散,中性,0.501768524
18177,韩国的病情是从中国传入的，韩国感到担忧不也很正常吗？难道中国不应该愧疚吗？,负面,0.105590225
18178,反正中国一定要严防，外国进来登记自我隔离14天，国内外省返工都要在工作没隔离14天呢，外国人不能搞特殊[二哈],中性,0.45116881
18179,回复@haorehaorenjin:长期会有疫苗，而且长期下去病毒可能会进化//其他国家不控制的话中国前期的努力都白费了，然后这个肺炎就和病毒性流感一样与人类长期共存了，只是死亡率略高一点,中性,0.479592916
18180,支持老胡，中国要肩负起一个大国该有的，维护国际社会秩序的责任。[爱你],正面,0.997661961
18181,c,中性,0.499336271
18182,z,中性,0.504649817
18183,回复@最爱达求妈妈:那就可以随意被人污蔑吗？道德绑架真的不好//回复@正义斗士-玲玲柒:的确是他的微博 但是他是一个媒体人啊  公开 公正 公平 他没有一样做到 环球时报啊 可不可笑,负面,0.000406259
18184,支持老胡！,正面,0.934398949
18185,同感，看到韩国和日本有点发怵。,中性,0.470921875
18186,相互隔离,中性,0.468896907
18187,翻脸不认人啊[笑而不语],中性,0.353174174
18188,回复@66説面包车是包包:但素，很多去世患者，是因肺炎导致体虚，进而触发其他基础疾病。就像有人划你两刀，流点血死不了，就觉得也没多厉害。但是人家要是往你大动脉上划呢？//回复@haorehaorenjin:错了，传染性强的病毒，一般致死率低,负面,0.061080534
18189,隔离是正当要求啊不是吗？韩国自己应该做好管控别让国民乱跑才是吧，咱可都是规规矩矩地闭关一个月了呢，他们先做到这点再说吧。,中性,0.419397407
18190,外阻输入，内阻传染。这是原则，不可动摇。要防止恶意输入，增加国内抗疫难度。,中性,0.518715527
18191,免费？这是神马骚操作？武汉还有多少人只能睡路边、捡剩饭！,负面,0.000737785
18192,回复@胡禿禿Change:小摩尔无处不在[喵喵]//回复@詠椿湫_星夜:到处都能看到你[嘻嘻],中性,0.513158159
18193,回复@川渝-之子:病毒会不会出口转内销了//老胡辛苦了,中性,0.502184902
18194,回复@孩儿们还在给主播当狗呢:儿子你每天累不累？//回复@Nasnm:异议是爱国的最高形式，它能告诉你，监督和批评朝庭不是你的权力，而是你的责任“如果尖锐的批评完全消失，温和的批评将会变得刺耳。如果温和的批评也不被允许，沉默将被认为居心叵测。如果沉默也不再允许，赞扬不够卖力将是一种罪行。如果只允许一种声音存在，那么，唯一存在的那个声音就是谎言。”,中性,0.489612867
18195,韩国现在这招不是帮忙，是道德绑架,负面,0.000455167
18196,隔离不是歧视，这是两个概念！,中性,0.499693681
18197,这回支持老胡！,中性,0.664598465
18198,胡总编，最近财新有很多一线记者发的稿子，社会反响都不错！但是我觉得他们格局和高度都比不了环球时报！[二哈],中性,0.500631523
18199,突然想起一个事，不知以前那些街上的流浪哥，疫情期间，都是如何安置了。,中性,0.498184993
18200,棒子真是世界上最心里没B数的民族,负面,0.013348125
18201,不知道为什么从中国跑出去避难的人好像给那种人打一顿,负面,0.043940662
18202,人类命运共同体，这个时候不要忘记了。,中性,0.502137241
18203,回复@墙果仁:中肯就完事儿了[赞]//老胡中肯[good],中性,0.500456166
18204,全球一体化的时代更让人深刻体会到人类命运共同体！,中性,0.615399405
18205,回复@XeLLoEs:终于找到中肯了，放心了[赞]//老胡开不开评论都中肯[good],中性,0.509839611
18206,回复@验人张翼德:你这数字说出来也不怕被人笑话，知不知道你说的这是什么概念//回复@煜奕茶业:整天吹嘘国家集中力量办大事的小粉红们。看看1948年柏林危机时候美国对西德的救助。空运的总量，从每天的2000吨，增加到4000吨，以后又增加到8000吨，最后增加到12000吨。这个运输量比封锁前的地面快递运输量还要大。这样的救助持续11个月。除了美国谁能做到？小粉红就会坐井观天的觉得自己天下第一…,中性,0.498004198
18207,几个国家都别走动了，亲戚，事业都先停停，给健康让道是正理,中性,0.497867269
18208,回复@源源佳境:幼稚。//回复@爱尚_Kelly:日韩比港台强，这次叫得最欢要全面禁止“中国人入境”的是港台。,中性,0.439104321
18209,回复@煜奕茶业:他们舍得不让中国人去消费吗//相互隔离吧，互不打扰,负面,0.167026777
18210,回复@远去背影:老胡：都是我啦[并不简单]//回复@Clearlove_明恋:老郭老鲁是谁？,中性,0.500206504
18211,请您关注普通老百姓买不到口罩，北京。,中性,0.492520306
18212,要嚴控外地疫情回流呀！我們中國犧牲了多少才能遏制疫情不被擴散，旁觀的國家爆發了反而來倒打一耙？我不反對國家間人員正常交流，但首要尊重中國的措施和防控政策！,负面,0.090665772
18213,回复@詠椿湫_星夜:到处都能看到你[嘻嘻]//回复@l骑蜗牛闯世界:就算全国人都感染，也有90%+的人能活下来,中性,0.4995254
18214,回复@Clearlove_明恋:不给我老肯面子吗？//现在中国少有的几个中肯媒体和媒体人老郭和老鲁绝对算两个[赞],中性,0.494026751
18215,回复@孩儿们还在给主播当狗呢:如果异议是爱国的最高形式，那就所有的措施，所有的决策全部反对就好了，至于决策是否正确，管他呢！//回复@Nasnm:异议是爱国的最高形式，它能告诉你，监督和批评朝庭不是你的权力，而是你的责任“如果尖锐的批评完全消失，温和的批评将会变得刺耳。如果温和的批评也不被允许，沉默将被认为居心叵测。如果沉默也不再允许，赞扬不够卖力将是一种罪行。如果只允许一种声音存在，那么，唯一存在的那个声音就是谎言。”,中性,0.488634892
18216,希望中国政府拒绝韩籍人士入境，从韩国返回的同胞隔离，好担心这么久的努力付诸东流，前线的英雄真的很累了……作为一个湖北人我真的深有体会，棒子不要来祸害我们……,负面,0.053895799
18217,回复@源源佳境:香港是怎么打出“禁止中国人入境”的，他们是打算先把自己丢出去么？[摊手]//回复@爱尚_Kelly:日韩比港台强，这次叫得最欢要全面禁止“中国人入境”的是港台。,中性,0.480738935
18218,回复@l骑蜗牛闯世界:就算全国人都感染，也有90%+的人能活下来//回复@煜奕茶业:韩国会不会因为这场疫情而灭绝一大半的人？[汗],中性,0.279160148
18219,互防互控吧,中性,0.503687849
18220,互相禁止最好,中性,0.497319425
18221,这有什么好奇怪？？你这封路不也是我不能去隔壁村，隔壁村不能来我村么？换成国家，你就敏感成这样？麻烦心态正常点吧。,负面,0.122519773
18222,再这样下去半导体产业链要完,中性,0.500125177
18223,回复@满嘴胡话的苏州人:啥玩意//回复@K又名某人:[笑而不语]500万跑路中的一个吗？,中性,0.494068092
18224,中肯会迟到，但绝不会不到。[吃瓜][吃瓜],中性,0.500217575
18225,形勢變得很快，自己慢了拍子，還來要求禁封別人？有些棒子 真該重打板子 ！[頂],负面,0.013578818
18226,互相隔离吧，大家豆呆自己国家,负面,0.00798481
18227,他们想啥呢[挤眼],中性,0.496105225
18228,你嫌弃我我嫌弃你[允悲][允悲],负面,0.002400309
18229,回复@正义斗士-玲玲柒:的确是他的微博 但是他是一个媒体人啊  公开 公正 公平 他没有一样做到 环球时报啊 可不可笑//回复@孩儿们还在给主播当狗呢:这是他的微博主页啊、他想删就删想拉黒就拉黒呗、他又没有说什么特别过分的话、你何必如此义愤填膺、大不了别关注了呗、把自己气得还不行、身体要紧,负面,0.000542625
18230,哦哦，在你胡编的狗嘴里原来韩国才是病毒的源头啊~~,负面,0.059305096
18231,他们自己都不怕死，我们操那个闲心干嘛,负面,0.004527886
18232,拉倒吧  超过8成都是中国人  很有可能当初出国避避的一批人现在又回来了,中性,0.497406158
18233,全靠自觉,中性,0.619442225
18234,因为山东去韩国打工的和留学生听说也有不少人,中性,0.499999984
18235,互相防范，都别来找我们中国人玩~我们自己跟自己都不玩了好吧,中性,0.46142773
18236,进来文都没看，找了半天没找到啊，要不我来吧，老胡中肯[赞],中性,0.500169112
18237,回复@儒家公羊学:按照韩国人的劣根性，到时完全有可能甩锅给中国//回复@帝吧第一小可爱:老胡这次糊涂了，没有看懂韩国青瓦台是什么意思，如果韩国真的主动切断和中国的联系，那么还好了，就不需要我们这样做了，免得我们很为难。而韩国青瓦台不这样做，以后他们国内失控，就可以把责任推卸给中国人。,负面,0.028268064
18238,各自安好吧,中性,0.496951491
18239,都自己管好自己,中性,0.4651637
18240,回复@孩儿们还在给主播当狗呢:他真的是一个很虚伪的媒体人 墙头草  很可悲//回复@正义斗士-玲玲柒:心虚胡锡进又删除我评论。大家看我微博。那些舔胡锡进的人也看看，这就是你们所说的包容性大能接受不同资意见的飞盘！因为表达观点被他拉黑两个号！还整天删除别人评论，让舔他的评论排名靠前，和他意见向左的他不是删除就是让评论降quan沉底！,负面,0.00036838
18241,全面禁止中国人进入的国家都有病了，没禁止的目前还好好的，这让我们很尴尬啊,负面,0.000698519
18242,那挺好的，那边禁止了这边也可以禁止,中性,0.497979072
18243,免费隔离怎么讲老胡，有点看不懂，咱们自己人不都自费隔离呢么？,负面,0.056936888
18244,胡老师也关闭了几条微博的评论[允悲]，看来也是如履薄冰呀[嘻嘻],中性,0.49399272
18245,韩国搞错了吧，我们现在急切要求拒绝韩国人入境。,中性,0.364354839
18246,韩国总统这次疫情处理不好的话，很可能提前下台,中性,0.493158223
18247,韩国去山东的人中。144个中国人。19个韩国人。四个其他国家。,中性,0.499473712
18248,严防死守意味着自我封闭//各方都要严防死守阿,中性,0.501276323
18249,回复@帝吧第一小可爱:老胡清醒一点儿吧//老胡说有道理，同舟共济、天下一家 中国作为负责任的大国 应该与国际社会站在一起 彰显人类命运共同体的精神,中性,0.592453912
18250,老胡说的对，韩意都是反动派，让他们随风去吧。。。,负面,0.008897106
18251,大家照此办理：来往检疫并隔离14天//@儒家公羊学: 老胡这次糊涂了，没有看懂韩国青瓦台是什么意思，如果韩国真的主动切断和中国的联系，那么还好了，就不需要我们这样做了，免得我们很为难。而韩国青瓦台不这样做，以后他们国内失控，就可以把责任推卸给中国人。,中性,0.401037828
18252,"回复@Nasnm:这是中国的观念，外国可没有。//这本是全人类共同的敌人～""同心抗疫""才是关键！",中性,0.51213911
18253,回复@源源佳境:因为日韩都是主权国家，知道彻底得罪中国就是死路一条//回复@爱尚_Kelly:日韩比港台强，这次叫得最欢要全面禁止“中国人入境”的是港台。,中性,0.416032231
18254,回复@haorehaorenjin:这个属于烈性传染病了！而且攻击肺部啊！如果真跟感冒一样就算传染性强点也没事，但是这个会攻击肺部！//其他国家不控制的话中国前期的努力都白费了，然后这个肺炎就和病毒性流感一样与人类长期共存了，只是死亡率略高一点,中性,0.466846235
18255,有什么好奇怪的，现在所谓的民主国家对待中国不都是这种策略嘛，一个白脸一个红脸,负面,0.002642929
18256,胡总您的手势太有标志性了,正面,0.988717933
18257,特殊时期，都相互隔离一段吧，各自战疫吧！,中性,0.479682727
18258,回复@验人张翼德:年龄不小了吧你[赞]，段子都这么老。//回复@haorehaorenjin:整天吹嘘国家集中力量办大事的小粉红们。看看1948年柏林危机时候美国对西德的救助。空运的总量，从每天的2000吨，增加到4000吨，以后又增加到8000吨，最后增加到12000吨。这个运输量比封锁前的地面快递运输量还要大。这样的救助持续11个月。除了美国谁能做到？小粉红就会坐井观天的觉得自己天下第一。,中性,0.491491392
18259,护防啊，这就不懂得以小见大了，你怕我我怕你，隔离这么些天 妹想明白？,中性,0.395928111
